mechanism_name,strategy_name,domain_name,n_outcomes,opposition,max_welfare,time,full_time,run_time,succeeded,agreement_utils,welfare,relative_welfare,pdist,ndist,time_limit,n_rounds,nash_welfare,relative_nash_welfare,reserved0,reserved1,reserved,steps,failed
AOr,HardHeaded,0000011Fifty2013,11,0.7071067811865476,1.0,1.3873429112136364,1.3876221552491188,1.0855335295200348,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,CUHKAgent,0000011Fifty2013,11,0.7071067811865476,1.0,1.1310215070843697,1.131367266178131,0.9712819904088974,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,CUHKAgent,0000011Fifty2013,11,0.7071067811865476,1.0,1.2093191221356392,1.2095650024712086,1.11311836540699,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,NiceTitForTat,0000011Fifty2013,11,0.7071067811865476,1.0,1.1537152454257011,1.1539865881204605,1.0923234075307846,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,NiceTitForTat,0000011Fifty2013,11,0.7071067811865476,1.0,1.0876647494733334,1.087929792702198,0.999140303581953,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,AspirationNegotiator,0000011Fifty2013,11,0.7071067811865476,1.0,0.0141346342861652,0.0144986808300018,0.0124773643910884,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",20,False
AOr,AspirationNegotiator,0000011Fifty2013,11,0.7071067811865476,1.0,0.0053755939006805,0.0056369118392467,0.0048511400818824,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",20,False
AOr,AspirationNegotiator,0000011Fifty2013,11,0.7071067811865476,1.0,0.0055839754641056,0.0058390423655509,0.0050520449876785,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",20,False
TAU0,SCSNegotiator,0000011Fifty2013,11,0.7071067811865476,1.0,0.0024777501821517,0.0028625912964344,0.0019340254366397,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",6,False
TAU0,SCSNegotiator,0000011Fifty2013,11,0.7071067811865476,1.0,0.0028418265283107,0.0031754970550537,0.0022127665579319,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",6,False
TAU0,SCSNegotiator,0000011Fifty2013,11,0.7071067811865476,1.0,0.0024313256144523,0.0027516148984432,0.001754879951477,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",6,False
TAUinf,SCSNegotiator,0000011Fifty2013,11,0.7071067811865476,1.0,0.001985527575016,0.0022667832672595,0.0015169829130172,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",6,False
TAUinf,SCSNegotiator,0000011Fifty2013,11,0.7071067811865476,1.0,0.0033739581704139,0.0036507435142993,0.0028680190443992,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",6,False
